"MonitoringLocationIdentifier","ActivityStartDate","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationName","MonitoringLocationTypeName","LatitudeMeasure","LongitudeMeasure","Month","Year","ResultStatusIdentifier","DO_mgL","DOC_mgL","NH3.d_mgL","NO3.d_mgL","CO3.t_mgL","DIC_mgL","NH3.t_mgL","NO3.t_mgL","P_NA","TN_mgL","CO3.d_mgL","MixedN.t_mgL","NO23_mgL","NO3_mgL","TKN.t_mgL","TP_mgL","TDP_mgL","TKN.d_mgL","MixedN.d_mgL","NO2.d_mgL","PO4.d_mgL","DON_mgL","TON_mgL","NO23.t_mgL","TDN_mgL","TOC_mgL","Chla_uncorrected_ugL","NO2.t_mgL","BOD_mgL","Chla_ugL","PO4.t_mgL","orig.units","Flow.cfs","SiteType","OBJECTID_1","FID_UL_sub","OBJECTID","TARGET_FID","Type","wsa_sqkm","WS_Name","Monitored_","Shape_Leng","Shape_Area","geometry","Backwater","Flow.USGS.cfs","load.TN_kgd","load.TDN_kgd","load.TP_kgd","load.TDP_kgd","load.TOC_kgd","load.DOC_kgd"
"UTAHDWQ_WQX-4994792",2018-05-15,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Saratoga Springs at Cedar Valley","River/Stream",40.352421,-111.901945,5,2018,"Accepted",9.48,3.11,0.015,NA,NA,NA,0.015,NA,NA,0.371,NA,NA,0.051,NA,NA,0.185,0.021,NA,NA,NA,NA,NA,NA,0.039,0.258,2.8,NA,NA,NA,NA,NA,"cfs",24.39,"Stream",70,70,70,0,"Tributary",0,"Tickville Wash","YES",0,0.0103300620475,c(-111.901945, 40.352421),"No",NA,22.1382672473088,15.3953448781824,11.039297683968,1.2531094668288,167.08126224384,185.579544849408
"UTAHDWQ_WQX-4994792",2018-06-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Saratoga Springs at Cedar Valley","River/Stream",40.352421,-111.901945,6,2018,"Accepted",8.53,4.9,0.015,NA,NA,NA,0.015,NA,NA,0.269,NA,NA,0.033,NA,NA,0.089,0.039,NA,NA,NA,NA,NA,NA,0.0125,0.4,4.23,NA,NA,NA,NA,NA,"cfs",22.14,"Stream",70,70,70,0,"Tributary",0,"Tickville Wash","YES",0,0.0103300620475,c(-111.901945, 40.352421),"No",NA,14.5709481388032,21.66683738112,4.8208713172992,2.1125166446592,229.126805305344,265.41875791872
"UTAHDWQ_WQX-4994792",2018-07-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Saratoga Springs at Cedar Valley","River/Stream",40.352421,-111.901945,7,2018,"Accepted",8.31,8.41,0.015,NA,NA,NA,0.015,NA,NA,0.266,NA,NA,0.03,NA,NA,0.042,0.0162,NA,NA,NA,NA,NA,NA,0.025,0.775,4.3,NA,NA,NA,NA,NA,"cfs",5.79,"Stream",70,70,70,0,"Tributary",0,"Tickville Wash","YES",0,0.0103300620475,c(-111.901945, 40.352421),"No",NA,3.7680626608128,10.97837805312,0.5949572622336,0.22948351543296,60.91229113344,119.133108937728
"UTAHDWQ_WQX-4994792",2018-08-07,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Saratoga Springs at Cedar Valley","River/Stream",40.352421,-111.901945,8,2018,"Accepted",8.84,4.95,0.015,NA,NA,NA,0.015,NA,NA,0.0745,NA,NA,0.0125,NA,NA,0.049,0.022,NA,NA,NA,NA,NA,NA,0.0125,0.446,3.37,NA,NA,NA,NA,NA,"cfs",11.39,"Stream",70,70,70,0,"Tributary",0,"Tickville Wash","YES",0,0.0103300620475,c(-111.901945, 40.352421),"No",NA,2.0760504961536,12.4284365273088,1.3654560310272,0.6130618914816,93.909935195136,137.93892558336
"UTAHDWQ_WQX-4994792",2018-09-17,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Saratoga Springs at Cedar Valley","River/Stream",40.352421,-111.901945,9,2018,"Accepted",8.28,7.07,0.015,NA,NA,NA,0.015,NA,NA,0.36,NA,NA,0.098,NA,NA,0.088,0.025,NA,NA,NA,NA,NA,NA,0.095,0.597,4.49,NA,NA,NA,NA,NA,"cfs",17.65,"Stream",70,70,70,0,"Tributary",0,"Tickville Wash","YES",0,0.0103300620475,c(-111.901945, 40.352421),"No",NA,15.54551543808,25.779646434816,3.800014884864,1.0795496832,193.88712310272,305.29665040896
"UTAHDWQ_WQX-4994792",2018-10-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Saratoga Springs at Cedar Valley","River/Stream",40.352421,-111.901945,10,2018,"Accepted",9.57,6.51,0.015,NA,NA,NA,0.015,NA,NA,0.591,NA,NA,0.14,NA,NA,0.063,0.0156,NA,NA,NA,NA,NA,NA,0.13,0.762,3.79,NA,NA,NA,NA,NA,"cfs",17.4,"Stream",70,70,70,0,"Tributary",0,"Tickville Wash","YES",0,0.0103300620475,c(-111.901945, 40.352421),"No",NA,25.159073568768,32.438602469376,2.681931700224,0.6640973733888,161.34160545792,277.13294235648
"UTAHDWQ_WQX-4994792",2019-05-15,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Saratoga Springs at Cedar Valley","River/Stream",40.352421,-111.901945,5,2019,"Accepted",8.78,3.23,0.0085,NA,NA,NA,0.018,NA,NA,0.371,NA,NA,0.099,NA,NA,0.04,0.0047,NA,NA,NA,NA,NA,NA,0.071,0.413,2.72,NA,NA,NA,NA,NA,"cfs",26,"Stream",70,70,70,0,"Tributary",0,"Tickville Wash","YES",0,0.0103300620475,c(-111.901945, 40.352421),"No",NA,23.59962888192,26.27128498176,2.5444343808,0.298971039744,173.0215378944,205.4630762496
"UTAHDWQ_WQX-4994792",2019-06-19,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Saratoga Springs at Cedar Valley","River/Stream",40.352421,-111.901945,6,2019,"Accepted",7.65,2.82,0.0085,NA,NA,NA,0.018,NA,NA,0.429,NA,NA,0.14,NA,NA,0.042,0.0063,NA,NA,NA,NA,NA,NA,0.152,0.449,2.58,NA,NA,NA,NA,NA,"cfs",28.2,"Stream",70,70,70,0,"Tributary",0,"Tickville Wash","YES",0,0.0103300620475,c(-111.901945, 40.352421),"No",NA,29.598132934656,30.977999271936,2.897719308288,0.4346578962432,178.00275750912,194.56115355648
"UTAHDWQ_WQX-4994792",2019-07-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Saratoga Springs at Cedar Valley","River/Stream",40.352421,-111.901945,7,2019,"Accepted",7.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cfs",4.31,"Stream",70,70,70,0,"Tributary",0,"Tickville Wash","YES",0,0.0103300620475,c(-111.901945, 40.352421),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994792",2019-08-13,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Saratoga Springs at Cedar Valley","River/Stream",40.352421,-111.901945,8,2019,"Accepted",8.19,5.3,0.0085,NA,NA,NA,0.0085,NA,NA,0.369,NA,NA,0.048,NA,NA,0.044,0.0142,NA,NA,NA,NA,NA,NA,0.034,0.533,3.98,NA,NA,NA,NA,NA,"cfs",6.13,"Stream",70,70,70,0,"Tributary",0,"Tickville Wash","YES",0,0.0103300620475,c(-111.901945, 40.352421),"No",NA,5.5340713810944,7.9936586615808,0.6598892703744,0.21296426452992,59.689984002048,79.48666211328
"UTAHDWQ_WQX-4994792",2019-10-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Saratoga Springs at Cedar Valley","River/Stream",40.352421,-111.901945,10,2019,"Accepted",9.95,3.22,0.0085,NA,NA,NA,0.0085,NA,NA,0.297,NA,NA,0.075,NA,NA,0.039,0.0088,NA,NA,NA,NA,NA,NA,0.072,0.338,2.71,NA,NA,NA,NA,NA,"cfs",7.2,"Stream",70,70,70,0,"Tributary",0,"Tickville Wash","YES",0,0.0103300620475,c(-111.901945, 40.352421),"No",NA,5.231748538368,5.953976451072,0.686997282816,0.1550147715072,47.73750349824,56.72131411968
"UTAHDWQ_WQX-4994792",2020-06-16,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Saratoga Springs at Cedar Valley","River/Stream",40.352421,-111.901945,6,2020,"Accepted",8.17,6.7,0.0085,NA,NA,NA,0.0085,NA,NA,0.388,NA,NA,0.071,NA,NA,0.051,0.0109,NA,NA,NA,NA,NA,NA,0.054,0.574,4.32,NA,NA,NA,NA,NA,"cfs",16.8,"Stream",70,70,70,0,"Tributary",0,"Tickville Wash","YES",0,0.0103300620475,c(-111.901945, 40.352421),"No",NA,15.947731795968,23.592778481664,2.096222478336,0.4480161767424,177.56237463552,275.3860902912
"UTAHDWQ_WQX-4994792",2020-07-07,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Saratoga Springs at Cedar Valley","River/Stream",40.352421,-111.901945,7,2020,"Accepted",7.38,5.74,0.0085,NA,NA,NA,0.0085,NA,NA,0.482,NA,NA,0.0115,NA,NA,0.07,0.0108,NA,NA,NA,NA,NA,NA,0.0115,0.467,5.96,NA,NA,NA,NA,NA,"cfs",10.7,"Stream",70,70,70,0,"Tributary",0,"Tickville Wash","YES",0,0.0103300620475,c(-111.901945, 40.352421),"No",NA,12.617947957248,12.225273228288,1.83248206848,0.2827258048512,156.02275897344,150.26352961536
"UTAHDWQ_WQX-4994792",2020-08-11,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Saratoga Springs at Cedar Valley","River/Stream",40.352421,-111.901945,8,2020,"Accepted",8.03,7.53,0.021,NA,NA,NA,0.0085,NA,NA,0.474,NA,NA,0.093,NA,NA,0.055,0.025,NA,NA,NA,NA,NA,NA,0.092,0.597,4.68,NA,NA,NA,NA,NA,"cfs",3.9,"Stream",70,70,70,0,"Tributary",0,"Tickville Wash","YES",0,0.0103300620475,c(-111.901945, 40.352421),"No",NA,4.522732111872,5.696352470016,0.52478959104,0.2385407232,44.65482338304,71.84846582784
"UTAHDWQ_WQX-4994792",2020-09-21,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Saratoga Springs at Cedar Valley","River/Stream",40.352421,-111.901945,9,2020,"Accepted",8.06,7.64,0.017,NA,NA,NA,0.0085,NA,NA,0.54,NA,NA,0.095,NA,NA,0.105,0.034,NA,NA,NA,NA,NA,NA,0.093,0.658,5.37,NA,NA,NA,NA,NA,"cfs",9.35,"Stream",70,70,70,0,"Tributary",0,"Tickville Wash","YES",0,0.0103300620475,c(-111.901945, 40.352421),"No",NA,12.35273960448,15.052041962496,2.40192158976,0.777765086208,122.84113273344,174.76838995968
"UTAHDWQ_WQX-4994804",2017-05-16,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Dry Creek at 145 N (Saratoga Springs)","River/Stream",40.36504,-111.88393,5,2017,"Accepted",9.78,4.4,0.006,NA,NA,NA,0.018,NA,NA,0.69,NA,NA,0.465,NA,NA,0.068,0.0183,NA,NA,NA,NA,NA,NA,0.455,0.727,3.88,NA,NA,NA,NA,NA,"cfs",29.09,"Stream",37,37,37,37,"Tributary",126.315764442,"Dry Creek - Saratoga","YES",71674.6698346,0.013405558046,c(-111.88393, 40.36504),"No",NA,49.107828206592,51.7411465307136,4.8396120551424,1.30242500895744,276.142570205184,313.15136827392
"UTAHDWQ_WQX-4994804",2017-06-12,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Dry Creek at 145 N (Saratoga Springs)","River/Stream",40.36504,-111.88393,6,2017,"Accepted",9.38,2.24,0.006,NA,NA,NA,0.014,NA,NA,0.329,NA,NA,0.321,NA,NA,0.039,0.0079,NA,NA,NA,NA,NA,NA,0.292,0.494,1.56,NA,NA,NA,NA,NA,"cfs",19.15,"Stream",37,37,37,37,"Tributary",126.315764442,"Dry Creek - Saratoga","YES",71674.6698346,0.013405558046,c(-111.88393, 40.36504),"No",NA,15.414256876032,23.144811236352,1.827221939712,0.3701295724032,73.08887758848,104.94813192192
"UTAHDWQ_WQX-4994804",2017-07-10,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Dry Creek at 145 N (Saratoga Springs)","River/Stream",40.36504,-111.88393,7,2017,"Accepted",8.19,3.52,0.006,NA,NA,NA,0.006,NA,NA,1.06,NA,NA,0.884,NA,NA,0.023,0.0114,NA,NA,NA,NA,NA,NA,0.882,1.24,2.06,NA,NA,NA,NA,NA,"cfs",6.765,"Stream",37,37,37,37,"Tributary",126.315764442,"Dry Creek - Saratoga","YES",71674.6698346,0.013405558046,c(-111.88393, 40.36504),"No",NA,17.544119712768,20.523309852672,0.3806742956544,0.18868204219392,34.095176045568,58.259718291456
"UTAHDWQ_WQX-4994804",2018-01-10,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Dry Creek at 145 N (Saratoga Springs)","River/Stream",40.36504,-111.88393,1,2018,"Accepted",9.13,7.47,0.006,NA,NA,NA,0.006,NA,NA,2.59,NA,NA,2.39,NA,NA,0.12,0.042,NA,NA,NA,NA,NA,NA,2.34,2.59,7.93,NA,NA,NA,NA,NA,"cfs",2.26,"Stream",37,37,37,37,"Tributary",126.315764442,"Dry Creek - Saratoga","YES",71674.6698346,0.013405558046,c(-111.88393, 40.36504),"No",NA,14.320761735168,14.320761735168,0.663510196224,0.2322285686784,43.846965467136,41.303509714944
"UTAHDWQ_WQX-4994804",2018-05-15,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Dry Creek at 145 N (Saratoga Springs)","River/Stream",40.36504,-111.88393,5,2018,"Accepted",8.9,3.56,0.015,NA,NA,NA,0.015,NA,NA,0.792,NA,NA,0.574,NA,NA,0.067,0.0094,NA,NA,NA,NA,NA,NA,0.542,0.886,2.56,NA,NA,NA,NA,NA,"cfs",3.33,"Stream",37,37,37,37,"Tributary",126.315764442,"Dry Creek - Saratoga","YES",71674.6698346,0.013405558046,c(-111.88393, 40.36504),"No",NA,6.4524898639872,7.2183156811776,0.5458545718272,0.07658258171904,20.856532893696,29.003616055296
"UTAHDWQ_WQX-4994804",2019-04-02,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Dry Creek at 145 N (Saratoga Springs)","River/Stream",40.36504,-111.88393,4,2019,"Accepted",9.4,4.51,0.0085,NA,NA,NA,0.0085,NA,NA,1.39,NA,NA,0.979,NA,NA,0.06,0.0131,NA,NA,NA,NA,NA,NA,1.02,1.21,4.76,NA,NA,NA,NA,NA,"cfs",3.52,"Stream",37,37,37,37,"Tributary",126.315764442,"Dry Creek - Saratoga","YES",71674.6698346,0.013405558046,c(-111.88393, 40.36504),"No",NA,11.970585133056,10.420437417984,0.516715905024,0.11281630593024,40.992795131904,38.839812194304
"UTAHDWQ_WQX-4994804",2019-04-17,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Dry Creek at 145 N (Saratoga Springs)","River/Stream",40.36504,-111.88393,4,2019,"Accepted",11.4,3.89,0.0085,NA,NA,NA,0.0085,NA,NA,1.08,NA,NA,0.703,NA,NA,0.029,0.0045,NA,NA,NA,NA,NA,NA,0.671,1.04,2.01,NA,NA,NA,NA,NA,"cfs",0.3,"Stream",37,37,37,37,"Tributary",126.315764442,"Dry Creek - Saratoga","YES",71674.6698346,0.013405558046,c(-111.88393, 40.36504),"No",NA,0.79268917248,0.76333031424,0.021285172224,0.003302871552,1.47528262656,2.85514896384
"UTAHDWQ_WQX-4994804",2019-05-15,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Dry Creek at 145 N (Saratoga Springs)","River/Stream",40.36504,-111.88393,5,2019,"Accepted",9.2,4.06,0.0085,NA,NA,NA,0.033,NA,NA,0.568,NA,NA,0.303,NA,NA,0.282,0.0147,NA,NA,NA,NA,NA,NA,0.234,0.655,3.65,NA,NA,NA,NA,NA,NA,NA,"Stream",37,37,37,37,"Tributary",126.315764442,"Dry Creek - Saratoga","YES",71674.6698346,0.013405558046,c(-111.88393, 40.36504),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4994804",2019-06-19,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Dry Creek at 145 N (Saratoga Springs)","River/Stream",40.36504,-111.88393,6,2019,"Accepted",7.97,2,0.0085,NA,NA,NA,0.0085,NA,NA,0.536,NA,NA,0.253,NA,NA,0.053,0.0052,NA,NA,NA,NA,NA,NA,0.237,0.484,2.09,NA,NA,NA,NA,NA,"cfs",9.2,"Stream",37,37,37,37,"Tributary",126.315764442,"Dry Creek - Saratoga","YES",71674.6698346,0.013405558046,c(-111.88393, 40.36504),"No",NA,12.064533479424,10.894093664256,1.192948273152,0.1170439815168,47.04267718656,45.016915968
"UTAHDWQ_WQX-4994804",2019-07-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Dry Creek at 145 N (Saratoga Springs)","River/Stream",40.36504,-111.88393,7,2019,"Accepted",8.18,2.37,0.025,NA,NA,NA,0.028,NA,NA,1.18,NA,NA,1.09,NA,NA,0.026,0.0131,NA,NA,NA,NA,NA,NA,1.07,1.3,1.88,NA,NA,NA,NA,NA,"cfs",0.51,"Stream",37,37,37,37,"Tributary",126.315764442,"Dry Creek - Saratoga","YES",71674.6698346,0.013405558046,c(-111.88393, 40.36504),"No",NA,1.472346740736,1.62207691776,0.0324415383552,0.01634554432512,2.345772773376,2.957170996224
"UTAHDWQ_WQX-4994804",2020-05-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Dry Creek at 145 N (Saratoga Springs)","River/Stream",40.36504,-111.88393,5,2020,"Accepted",9.7,4.62,0.0085,NA,NA,NA,0.0085,NA,NA,0.675,NA,NA,0.414,NA,NA,0.021,0.0051,NA,NA,NA,NA,NA,NA,0.489,0.695,2.4,NA,NA,NA,NA,NA,"cfs",1.1,"Stream",37,37,37,37,"Tributary",126.315764442,"Dry Creek - Saratoga","YES",71674.6698346,0.013405558046,c(-111.88393, 40.36504),"No",NA,1.8165793536,1.87040392704,0.056515802112,0.0137252662272,6.4589488128,12.43347646464
"UTAHDWQ_WQX-4994804",2020-06-16,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Dry Creek at 145 N (Saratoga Springs)","River/Stream",40.36504,-111.88393,6,2020,"Accepted",7.98,2.85,0.0085,NA,NA,NA,0.0085,NA,NA,1.71,NA,NA,1.4,NA,NA,0.027,0.0156,NA,NA,NA,NA,NA,NA,1.34,1.87,1.51,NA,NA,NA,NA,NA,"cfs",0.5,"Stream",37,37,37,37,"Tributary",126.315764442,"Dry Creek - Saratoga","YES",71674.6698346,0.013405558046,c(-111.88393, 40.36504),"No",NA,2.0918186496,2.2875443712,0.03302871552,0.019083257856,1.8471614976,3.486364416
"UTAHDWQ_WQX-4994804",2020-07-07,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Dry Creek at 145 N (Saratoga Springs)","River/Stream",40.36504,-111.88393,7,2020,"Accepted",8.38,1.2,0.0085,NA,NA,NA,0.0085,NA,NA,0.756,NA,NA,0.572,NA,NA,0.038,0.0123,NA,NA,NA,NA,NA,NA,0.574,0.805,0.583,NA,NA,NA,NA,NA,"cfs",0.1,"Stream",37,37,37,37,"Tributary",126.315764442,"Dry Creek - Saratoga","YES",71674.6698346,0.013405558046,c(-111.88393, 40.36504),"No",NA,0.184960806912,0.19694900736,0.009296971776,0.0030092829696,0.142635119616,0.2935885824
"UTAHDWQ_WQX-4994950",2009-03-05,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","SPRING CK BL LEHI MILL POND","River/Stream",40.368559382,-111.835493733,3,2009,"Final",12.87,NA,NA,NA,3,NA,0.16,NA,NA,NA,NA,NA,2.65,NA,NA,0.024,NA,NA,NA,NA,NA,2.94,NA,2.77,NA,NA,NA,NA,NA,NA,NA,"cfs",14,"Stream",16,16,16,16,"Direct",16.202245,"Lehi Spring Creek","YES",27335.1807693,0.00171878750032,c(-111.835493733, 40.368559382),"No",NA,NA,NA,0.82204803072,NA,NA,NA
"UTAHDWQ_WQX-4994950",2009-04-11,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","SPRING CK BL LEHI MILL POND","River/Stream",40.368559382,-111.835493733,4,2009,"Accepted",8.94,NA,NA,NA,1,NA,0.089,NA,NA,NA,NA,NA,2.54,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,2.52,2.97,NA,NA,NA,NA,NA,NA,"cfs",12,"Stream",16,16,16,16,"Direct",16.202245,"Lehi Spring Creek","YES",27335.1807693,0.00171878750032,c(-111.835493733, 40.368559382),"No",NA,NA,87.1958089728,NA,4.1102401536,NA,NA
